Date,Oil,Green,Market,Brown
2019-01-03,0.011748489949825535,-0.008448833375374899,-0.024152130220462094,-0.00996743560361252
2019-01-04,0.018306643574110024,0.02985284783011405,0.03294694087271376,0.033457916233708335
2019-01-07,0.011608782440465858,0.008201355394324828,0.007853896547215092,0.014756113595264927
2019-01-08,0.02563717890710155,0.011601257459555214,0.009351622981587922,0.0077057559473067095
2019-01-09,0.050529680281041586,0.00804118942857643,0.004662194742583278,0.01571776646061337
2019-01-10,0.004383037804186959,0.01137676450366281,0.003521580965701299,0.002889451997432544
2019-01-11,-0.019198132288453507,0.005640445731316539,0.0003862130002847019,-0.005948936902365098
2019-01-14,-0.021156554964686724,-0.004509808543364685,-0.0061197269886344285,-0.0024219318665763662
2019-01-15,0.03118557738430152,-0.005665657146139903,0.011395762763051162,0.0035503821894212143
2019-01-16,0.003830703001577877,0.003403221154394197,0.0024169348654059083,-0.001289882391472616
2019-01-17,-0.004598622321521806,0.014615333048550063,0.007557913453780404,0.009151650946705737
2019-01-18,0.032684491672775574,-0.0011169818743508103,0.01322223703743293,0.020094128474746505
2019-01-22,-0.023127843960483143,-0.012366552370405244,-0.013602603523251974,-0.022013733531522774
2019-01-23,0.0009506462872664309,0.012366552370405251,0.0020904207763957298,-0.010301331317036262
2019-01-24,0.009645505253166787,0.02210049735368523,0.0005312579411171896,0.0053249401609296336
2019-01-25,0.010484978289667176,0.006536173426732695,0.008425898328549253,0.012633217439895717
2019-01-28,-0.03217531417628511,-0.005444162860399997,-0.007629411579845235,-0.0100615892613141
2019-01-29,0.025072531915106076,0.010858171119545006,-0.001327744689821064,0.003045096816130225
2019-01-30,0.017110295816671183,0.006458444141219492,0.015706480233232234,0.01398409654963643
2019-01-31,-0.008146659106265738,0.01807641453516139,0.008744330288798117,0.006449013825506622
2019-02-01,0.026961695815726383,0.0010529071664372243,0.00048123683191037507,0.017253624131866423
2019-02-04,-0.012748250415781795,-0.0010529071664370823,0.007010741742096344,0.002309052655292937
2019-02-05,-0.016633196551623958,0.007348812185124737,0.004183520162514627,0.0015365190588830435
2019-02-06,0.0065013413739636915,-0.00629590501868765,-0.001319195628812299,-0.0073960905497708574
2019-02-07,-0.025692908105598683,-0.01058218060806385,-0.009578823022494402,-0.022363943199636308
2019-02-08,0.0015186379264741983,-0.002129918447169052,0.0012210452496890652,-0.004596816856242563
2019-02-11,-0.005897503446063548,0.008492919906939494,0.0005543855834673393,0.004755025887205459
2019-02-12,0.01307948960929561,0.00842063158986646,0.01277757826387048,0.012570736508708947
2019-02-13,0.014953606712449281,0.0010480477859824882,0.003241453258530032,0.012414834714641124
2019-02-14,0.009417451469032376,0.009379972037970365,-0.002220502206800083,0.00354100259633994
2019-02-15,0.021455374016833284,-0.004158102605656965,0.010838173771336484,0.01600758200571151
2019-02-19,0.008954214530398831,0.007265129499498395,0.0017291917602726976,0.0030202836707581347
2019-02-20,0.014689194812078006,-0.005184188139527932,0.002013648944206746,0.004213083110039682
2019-02-21,0.0007025099778222755,0.006217830014499203,-0.0035624049767861306,-0.015586332823286612
2019-02-22,0.0052530193263338135,0.009254690214491348,0.006180684058553094,0.0028934564339184545
2019-02-25,-0.03157968316122804,0.004085791627473589,0.0013602332023219636,0.0016713613151115559
2019-02-26,0.00036043355672539453,0.002036440382417812,-0.0007154801562139588,-0.003193063302361997
2019-02-27,0.025615036979289976,-0.007146347101188874,-0.0004295460942569451,0.0038001608363553083
2019-02-28,0.004905451223789678,-0.006166813826995702,-0.0018646176588622307,-0.010064265911935676
